Typ normy,Strefa,Informacje dotyczące obszaru przekroczenia,Przyczyny przekroczenia,Stanowisko pomiarowe,Data i godzina,Czas trwania,Liczba mieszkańców,Wartość maksymalnego stężenia (µg/m3),Informacje o podjętych ograniczeniach,Dodatkowe informacje,Odnośnik do strony internetowej z informacjami,Odnośnik do strony internetowej z planem działań,Prognoza zmian stężeń,"Obszar geograficzny, na którym spodziewane są przekroczenia",Informacje w sprawie grup ludności objętych ryzykiem,Opis prawdopodobnych symptomów,Zalecane środki ostrożności,"Wskazanie, gdzie można uzyskać dalsze informacje",Identyfikator stacji,Kod stacji,Nazwa stacji,WGS84 φ N,WGS84 λ E,Identyfikator miasta,Nazwa miasta,Gmina,Powiat,Województwo,Ulica
Poziom Dopuszczalny (PD) - Ochrona Zdrowia (OZ) / > 35 dni z S24 > 50 ug/m3,PL2405 strefa śląska,"Powiat żywiecki, część powiatu  bielskiego (gminy:Buczkowice, Kozy, Porąbka, Szczyrk,Wilkowice)",Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,SlZywieKoper,2021-03-16 00:00:00,,211809.0,138.964795833,,,,,,,,,,,856.0,SlZywieKoper,"Żywiec, ul. Kopernika",49.671602,19.234446,1131.0,Żywiec,Żywiec,żywiecki,ŚLĄSKIE,ul. Kopernika 83 a
Poziom Dopuszczalny (PD) - Ochrona Zdrowia (OZ) / > 35 dni z S24 > 50 ug/m3,PL2405 strefa śląska,,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,SlKnurJedNar,2021-03-15 00:00:00,,,156.4,,,,,,,,,,,818.0,SlKnurJedNar,"Knurów, ul. Jedności Narodowej",50.233167,18.655722,369.0,Knurów,Knurów,gliwicki,ŚLĄSKIE,ul. Jedności Narodowej 5
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2405 strefa śląska,powiat raciborski,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,SlRaciborzWPMOB,2021-03-10 00:00:00,24godziny,108211.0,105.2,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,11794.0,SlRaciborzWPMOB,"Racibórz, Wojska Polskiego",50.091142,18.216261,768.0,Racibórz,Racibórz,raciborski,ŚLĄSKIE,ul. Wojska Polskiego 8
Poziom Dopuszczalny (PD) - Ochrona Zdrowia (OZ) / > 35 dni z S24 > 50 ug/m3,PL2405 strefa śląska,,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,SlGodGliniki,2021-03-10 00:00:00,,,217.8,,,,,,,,,,,810.0,SlGodGliniki,"Godów, ul. Gliniki",49.921875,18.471278,234.0,Godów,Godów,wodzisławski,ŚLĄSKIE,ul. Gliniki
Poziom Dopuszczalny (PD) - Ochrona Zdrowia (OZ) / > 35 dni z S24 > 50 ug/m3,PL2401 Aglomeracja Górnośląska,"Zabrze, Bytom, Piekary Śląskie, Ruda Śląska, Świętochłowice",Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,SlZabSkloCur,2021-03-10 00:00:00,,579570.0,156.780479167,,,,,,,,,,,,,,,,,,,,,
Poziom Dopuszczalny (PD) - Ochrona Zdrowia (OZ) / > 35 dni z S24 > 50 ug/m3,PL2405 strefa śląska,"powiat pszczyński, część powiatu bielskiego (gminy: Bestwina, Czechowice-Dziedzice, Wilamowice)",Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,SlGoczaUzdroMOB,2021-03-10 00:00:00,,186632.0,180.274025,,,,,,,,,,,11457.0,SlGoczaUzdroMOB,"Goczałkowice Zdrój, ul. Parkowa",49.937850,18.975594,2280.0,Goczałkowice-Zdrój,Goczałkowice-Zdrój,pszczyński,ŚLĄSKIE,ul. Parkowa
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2402 Aglomeracja Rybnicko-Jastrzębska,"Rybnik, Żory, Jastrzębie-Zdrój, powiaty: rybnicki, mikołowski","Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",SlRybniBorki,2021-03-09 00:00:00,24godziny,466516.0,136.2,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,834.0,SlRybniBorki,"Rybnik, ul. Borki",50.111181,18.516139,804.0,Rybnik,Rybnik,Rybnik,ŚLĄSKIE,ul. Borki 37 d
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2401 Aglomeracja Górnośląska,"obszar przylegający do stacji komunikacyjnej w Katowicach, ulica Plebiscytowa - autostrada A4","Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Oddziaływanie emisji związanej z ruchem pojazdów na głównej drodze leżącej w pobliżu stacji,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",SlKatoPlebA4,2021-03-09 00:00:00,24godziny,10340.0,102.8,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,813.0,SlKatoPlebA4,"Katowice, ul. Plebiscytowa/A4",50.246795,19.019469,350.0,Katowice,Katowice,Katowice,ŚLĄSKIE,Al. Górnośląska
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2404 miasto Częstochowa,miasto Częstochowa - w rejonie dróg,"Oddziaływanie emisji związanej z ruchem pojazdów na głównej drodze leżącej w pobliżu stacji,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",SlCzestoArmK,2021-03-09 00:00:00,24godziny,138167.0,101.4,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,798.0,SlCzestoArmK,"Częstochowa, ul. AK/Jana Pawła II",50.817217,19.118997,146.0,Częstochowa,Częstochowa,Częstochowa,ŚLĄSKIE,ul. Armii Krajowej 2
Poziom Dopuszczalny (PD) - Ochrona Zdrowia (OZ) / > 35 dni z S24 > 50 ug/m3,PL2402 Aglomeracja Rybnicko-Jastrzębska,"Rybnik, Żory, Jastrzębie-Zdrój, rybnicki, mikołowski",Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,SlRybniBorki,2021-03-09 00:00:00,,466516.0,175.456120833,,,,,,,,,,,834.0,SlRybniBorki,"Rybnik, ul. Borki",50.111181,18.516139,804.0,Rybnik,Rybnik,Rybnik,ŚLĄSKIE,ul. Borki 37 d
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2405 strefa śląska,"powiaty: zawierciański, myszkowski","Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",SlZawGalczyn,2021-03-09 00:00:00,24godziny,188504.0,107.2,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,11455.0,SlZawGalczyn,"Zawiercie, ul. K.I.Gałczyńskiego",50.493045,19.439012,1086.0,Zawiercie,Zawiercie,zawierciański,ŚLĄSKIE,ul. K.I.Gałczyńskiego 3
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2405 strefa śląska,powiat wodzisławski,"Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",SlWodzGalczy,2021-03-09 00:00:00,24godziny,157088.0,110.1,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,845.0,SlWodzGalczy,"Wodzisław Śląski, ul. Gałczyńskiego",50.007629,18.455548,1050.0,Wodzisław Śląski,Wodzisław Śląski,wodzisławski,ŚLĄSKIE,ul. Gałczyńskiego 1
Poziom Dopuszczalny (PD) - Ochrona Zdrowia (OZ) / > 35 dni z S24 > 50 ug/m3,PL2405 strefa śląska,,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,SlPszczBoged,2021-03-04 00:00:00,,,181.6,,,,,,,,,,,,,,,,,,,,,
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2401 Aglomeracja Górnośląska,"Zabrze, Bytom, Piekary Śląskie, Ruda Śląska, Świętochłowice","Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",SlZabSkloCur,2021-03-03 00:00:00,24godziny,579570.0,102.7,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,,,,,,,,,,,
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2405 strefa śląska,"powiaty: zawierciański, myszkowski","Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",SlZawGalczyn,2021-03-03 00:00:00,24godziny,188504.0,106.0,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,11455.0,SlZawGalczyn,"Zawiercie, ul. K.I.Gałczyńskiego",50.493045,19.439012,1086.0,Zawiercie,Zawiercie,zawierciański,ŚLĄSKIE,ul. K.I.Gałczyńskiego 3
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2402 Aglomeracja Rybnicko-Jastrzębska,"Rybnik, Żory, Jastrzębie-Zdrój, powiaty: rybnicki, mikołowski","Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",SlRybniBorki,2021-03-02 00:00:00,24godziny,466516.0,126.5,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,834.0,SlRybniBorki,"Rybnik, ul. Borki",50.111181,18.516139,804.0,Rybnik,Rybnik,Rybnik,ŚLĄSKIE,ul. Borki 37 d
Poziom Dopuszczalny (PD) - Ochrona Zdrowia (OZ) / > 35 dni z S24 > 50 ug/m3,PL2405 strefa śląska,powiat wodzisławski,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,SlWodzGalczy,2021-03-02 00:00:00,,157088.0,168.686120833,,,,,,,,,,,845.0,SlWodzGalczy,"Wodzisław Śląski, ul. Gałczyńskiego",50.007629,18.455548,1050.0,Wodzisław Śląski,Wodzisław Śląski,wodzisławski,ŚLĄSKIE,ul. Gałczyńskiego 1
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2405 strefa śląska,powiat wodzisławski,"Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",SlWodzGalczy,2021-03-02 00:00:00,24godziny,157088.0,104.9,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,845.0,SlWodzGalczy,"Wodzisław Śląski, ul. Gałczyńskiego",50.007629,18.455548,1050.0,Wodzisław Śląski,Wodzisław Śląski,wodzisławski,ŚLĄSKIE,ul. Gałczyńskiego 1
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2404 miasto Częstochowa,Teren przylegający do dróg na obszarze miasta Częstochowa,"Oddziaływanie emisji związanej z ruchem pojazdów w centrum miasta z intensywnym ruchem,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",SlCzestoArmK,2021-02-25 00:00:00,24godziny,138167.0,112.7,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,798.0,SlCzestoArmK,"Częstochowa, ul. AK/Jana Pawła II",50.817217,19.118997,146.0,Częstochowa,Częstochowa,Częstochowa,ŚLĄSKIE,ul. Armii Krajowej 2
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2405 strefa śląska,"powiat pszczyński, część powiatu bielskiego (gminy: Bestwina, Czechowice-Dziedzice, Wilamowice)","Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",SlGoczaUzdroMOB,2021-02-25 00:00:00,24godziny,186632.0,149.8,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,11457.0,SlGoczaUzdroMOB,"Goczałkowice Zdrój, ul. Parkowa",49.937850,18.975594,2280.0,Goczałkowice-Zdrój,Goczałkowice-Zdrój,pszczyński,ŚLĄSKIE,ul. Parkowa
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2405 strefa śląska,"powiaty: zawierciański, myszkowski","Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",SlZawGalczyn,2021-02-25 00:00:00,24godziny,188504.0,101.2,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,11455.0,SlZawGalczyn,"Zawiercie, ul. K.I.Gałczyńskiego",50.493045,19.439012,1086.0,Zawiercie,Zawiercie,zawierciański,ŚLĄSKIE,ul. K.I.Gałczyńskiego 3
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2401 Aglomeracja Górnośląska,"Tychy, powiat bieruńsko-lędziński","Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",SlTychyTolst,2021-02-25 00:00:00,24godziny,187366.0,105.9,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,841.0,SlTychyTolst,"Tychy, ul. Tołstoja",50.099903,18.990236,988.0,Tychy,Tychy,Tychy,ŚLĄSKIE,ul. Tołstoja 1
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2401 Aglomeracja Górnośląska,"obszar przylegający do stacji komunikacyjnej w Katowicach, ulica Plebiscytowa - autostrada A4","Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Oddziaływanie emisji związanej z ruchem pojazdów na głównej drodze leżącej w pobliżu stacji,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",SlKatoPlebA4,2021-02-25 00:00:00,24godziny,10340.0,103.3,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,813.0,SlKatoPlebA4,"Katowice, ul. Plebiscytowa/A4",50.246795,19.019469,350.0,Katowice,Katowice,Katowice,ŚLĄSKIE,Al. Górnośląska
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2404 miasto Częstochowa,miasto Częstochowa - w rejonie dróg,"Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanej z ruchem pojazdów na głównej drodze leżącej w pobliżu stacji",SlCzestoArmK,2021-02-24 00:00:00,24godziny,138167.0,149.9,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,798.0,SlCzestoArmK,"Częstochowa, ul. AK/Jana Pawła II",50.817217,19.118997,146.0,Częstochowa,Częstochowa,Częstochowa,ŚLĄSKIE,ul. Armii Krajowej 2
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2405 strefa śląska,"powiaty: zawierciański, myszkowski","Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",SlZawGalczyn,2021-02-24 00:00:00,24godziny,188504.0,130.4,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,11455.0,SlZawGalczyn,"Zawiercie, ul. K.I.Gałczyńskiego",50.493045,19.439012,1086.0,Zawiercie,Zawiercie,zawierciański,ŚLĄSKIE,ul. K.I.Gałczyńskiego 3
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2401 Aglomeracja Górnośląska,"Zabrze, Bytom, Piekary Śląskie, Ruda Śląska, Świętochłowice","Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",SlZabSkloCur,2021-02-24 00:00:00,24godziny,579570.0,124.6,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,,,,,,,,,,,
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL2405 strefa śląska,"powiaty: lubliniecki, kłobucki","Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",SlLublSzymal,2021-02-24 00:00:00,24godziny,161042.0,109.9,"Zalecane zachowania ludności określone zostały w powiadomieniu przekazanym do Wojewódzkiego Centrum Zarządzania Kryzysowego. Ograniczenia i działania określone są w Planie działań krótkoterminowych, stanowiącym integralną część POP, uchwalonego w woj. śląskim w czerwcu 2020 roku.",,,,,,,,,,11278.0,SlLublSzymal,"Lubliniec, ul. ks. Szymały",50.675693,18.682065,490.0,Lubliniec,Lubliniec,lubliniecki,ŚLĄSKIE,ul. Ks. Płk. Jana Szymały 3
